2015,1,1,82,74,0.28
2015,1,2,83,74,0.02
2015,1,3,86,74,0.08
2015,1,4,87,77,0.01
2015,1,5,88,74,0.02
2015,1,6,90,75,1.26
2015,1,7,87,74,0.00
2015,1,8,87,76,0.16
2015,1,9,88,74,0.24
2015,1,10,86,73,0.35
2015,1,11,89,74,0.28
2015,1,12,88,74,0.55
2015,1,13,86,75,0.51
2015,1,14,87,74,0.00
2015,1,15,86,75,0.39
2015,1,16,86,74,2.01
2015,1,17,87,74,0.00
2015,1,18,86,74,1.57
2015,1,19,86,73,2.52
2015,1,20,86,75,0.43
2015,1,21,85,74,0.63
2015,1,22,86,73,0.24
2015,1,23,86,73,0.00
2015,1,24,85,74,0.98
2015,1,25,86,72,4.53
2015,1,26,86,74,0.98
2015,1,27,87,74,0.00
2015,1,28,87,75,0.45
2015,1,29,87,76,0.00
2015,1,30,87,77,0.00
2015,1,31,86,74,0.00

2015,2,1,86,75,0.16
2015,2,2,88,76,0.00
2015,2,3,86,75,0.0
2015,2,4,85,75,0.0
2015,2,5,86,73,0.0
2015,2,6,86,76,0.0
2015,2,7,86,76,0.0
2015,2,8,85,78,0.00
2015,2,9,85,75,0.0
2015,2,10,86,75,0.0
2015,2,11,85,75,0.0
2015,2,12,86,75,0.0
2015,2,13,86,73,0.0
2015,2,14,86,73,0.08
2015,2,15,86,75,0.20
2015,2,16,86,75,0.51
2015,2,17,87,76,0.00
2015,2,18,87,75,0.02
2015,2,19,87,75,0.00
2015,2,20,89,75,0.0
2015,2,21,86,75,0.20
2015,2,22,91,76,0.02
2015,2,23,88,76,0.00
2015,2,24,87,76,0.0
2015,2,25,87,75,0.0
2015,2,26,88,76,0.00
2015,2,27,88,77,0.01
2015,2,28,86,77,0.00

2015,3,1,89,77,0.33
2015,3,2,88,75,0.33
2015,3,3,85,72,0.33
2015,3,4,87,75,0.00
2015,3,5,87,75,1.65
2015,3,6,88,75,0.00
2015,3,7,90,76,0.00
2015,3,8,88,76,0.08
2015,3,9,89,76,0.00
2015,3,10,90,76,0.33
2015,3,11,88,75,0.33
2015,3,12,86,75,0.33
2015,3,13,87,75,0.33
2015,3,14,88,75,0.33
2015,3,15,88,76,0.33
2015,3,16,88,75,0.33
2015,3,17,86,75,0.33
2015,3,18,87,75,0.33
2015,3,19,89,73,0.33
2015,3,20,90,73,0.33
2015,3,21,87,76,0.33
2015,3,22,90,76,0.33
2015,3,23,88,77,0.33
2015,3,24,88,75,0.33
2015,3,25,91,76,0.33
2015,3,26,88,77,0.33
2015,3,27,91,75,0.33
2015,3,28,91,75,0.33
2015,3,29,90,77,0.33
2015,3,30,90,75,0.04
2015,3,31,88,77,0.00

2015,4,1,90,76,0.0
2015,4,2,94,76,0.02
2015,4,3,90,76,0.00
2015,4,4,90,76,0.02
2015,4,5,90,76,0.04
2015,4,6,92,76,0.08
2015,4,7,88,76,0.00
2015,4,8,90,76,0.0
2015,4,9,89,76,0.0
2015,4,10,90,76,0.0
2015,4,11,90,76,0.0
2015,4,12,89,76,0.0
2015,4,13,90,76,0.0
2015,4,14,90,76,0.0
2015,4,15,92,76,0.35
2015,4,16,90,77,0.00
2015,4,17,93,76,0.0
2015,4,18,93,76,0.0
2015,4,19,90,76,0.24
2015,4,20,94,76,0.16
2015,4,21,90,78,0.00
2015,4,22,90,76,0.71
2015,4,23,90,78,0.02
2015,4,24,90,76,0.00
2015,4,25,90,76,0.02
2015,4,26,90,77,0.01
2015,4,27,90,76,0.00
2015,4,28,92,76,0.03
2015,4,29,90,76,0.01
2015,4,30,90,76,0.00
 
2015,5,1,89,76,0.04
2015,5,2,91,76,0.00
2015,5,3,90,76,0.2
2015,5,4,90,76,0.08
2015,5,5,91,76,0.08
2015,5,6,91,76,0.00
2015,5,7,91,78,0.2
2015,5,8,92,76,0.2
2015,5,9,92,76,0.01
2015,5,10,91,77,0.12
2015,5,11,92,77,0.31
2015,5,12,91,76,0.00
2015,5,13,92,76,0.2
2015,5,14,92,79,0.2
2015,5,15,90,76,0.12
2015,5,16,91,76,0.01
2015,5,17,92,75,0.59
2015,5,18,91,75,0.08
2015,5,19,92,77,0.00
2015,5,20,93,76,0.2
2015,5,21,94,75,0.43
2015,5,22,92,76,0.00
2015,5,23,90,75,3.66
2015,5,24,91,76,0.00
2015,5,25,92,75,0.12
2015,5,26,89,76,0.12
2015,5,27,91,76,0.08
2015,5,28,91,76,0.00
2015,5,29,91,75,0.2
2015,5,30,92,78,0.2
2015,5,31,92,76,0.2

2015,6,1,90,76,2.44
2015,6,2,92,77,0.00
2015,6,3,90,76,0.62
2015,6,4,90,77,0.62
2015,6,5,90,78,0.08
2015,6,6,90,79,0.01
2015,6,7,91,76,0.00
2015,6,8,90,76,0.03
2015,6,9,88,76,1.57
2015,6,10,90,75,1.38
2015,6,11,90,75,0.00
2015,6,12,89,76,1.10
2015,6,13,86,76,0.91
2015,6,14,90,76,2.48
2015,6,15,90,75,0.28
2015,6,16,86,76,0.20
2015,6,17,90,73,2.17
2015,6,18,90,74,0.03
2015,6,19,90,77,0.00
2015,6,20,91,76,0.62
2015,6,21,91,76,0.94
2015,6,22,90,76,0.01
2015,6,23,92,76,0.00
2015,6,24,90,76,0.62
2015,6,25,93,78,0.62
2015,6,26,92,79,0.62
2015,6,27,92,76,0.62
2015,6,28,91,76,0.62
2015,6,29,91,76,0.62
2015,6,30,94,76,0.62

2015,7,1,93,76,0.58
2015,7,2,91,77,0.58
2015,7,3,95,78,0.58
2015,7,4,88,76,0.16
2015,7,5,91,75,0.20
2015,7,6,95,76,0.00
2015,7,7,94,77,0.58
2015,7,8,92,76,0.00
2015,7,9,91,76,0.39
2015,7,10,94,76,0.67
2015,7,11,92,74,0.67
2015,7,12,92,76,0.00
2015,7,13,91,79,0.58
2015,7,14,90,76,0.58
2015,7,15,91,78,0.58
2015,7,16,90,78,0.58
2015,7,17,92,76,0.58
2015,7,18,93,77,0.58
2015,7,19,91,76,0.58
2015,7,20,91,76,0.58
2015,7,21,91,75,2.44
2015,7,22,89,77,0.02
2015,7,23,91,76,0.00
2015,7,24,90,75,0.04
2015,7,25,90,75,2.28
2015,7,26,90,76,0.00
2015,7,27,91,74,3.43
2015,7,28,87,76,0.00
2015,7,29,89,74,0.03
2015,7,30,88,76,0.98
2015,7,31,91,76,0.91

2015,8,1,90,74,2.68
2015,8,2,90,74,0.03
2015,8,3,90,74,0.00
2015,8,4,88,74,0.38
2015,8,5,89,74,4.29
2015,8,6,90,74,0.02
2015,8,7,88,73,0.00
2015,8,8,90,74,0.16
2015,8,9,89,74,0.02
2015,8,10,90,76,0.00
2015,8,11,92,76,0.38
2015,8,12,90,77,0.59
2015,8,13,89,74,0.12
2015,8,14,90,74,0.51
2015,8,15,89,75,0.02
2015,8,16,90,76,0.00
2015,8,17,89,74,0.02
2015,8,18,88,74,0.12
2015,8,19,93,74,0.02
2015,8,20,92,74,0.00
2015,8,21,90,74,0.38
2015,8,22,92,76,0.38
2015,8,23,92,76,0.00
2015,8,24,93,74,0.38
2015,8,25,90,74,0.38
2015,8,26,90,74,0.38
2015,8,27,90,75,0.39
2015,8,28,90,76,0.00
2015,8,29,92,76,0.00
2015,8,30,90,74,0.04
2015,8,31,90,73,0.12

2015,9,1,90,75,0.00
2015,9,2,90,76,0.22
2015,9,3,90,76,0.22
2015,9,4,90,76,0.08
2015,9,5,90,77,0.00
2015,9,6,91,77,0.08
2015,9,7,90,75,0.00
2015,9,8,91,75,0.00
2015,9,9,90,75,0.31
2015,9,10,91,75,0.00
2015,9,11,88,75,2.87
2015,9,12,90,74,0.22
2015,9,13,93,74,0.22
2015,9,14,94,77,0.22
2015,9,15,85,75,0.00
2015,9,16,88,74,0.35
2015,9,17,94,75,0.00
2015,9,18,92,76,0.04
2015,9,19,91,76,0.00
2015,9,20,90,75,0.22
2015,9,21,92,75,0.00
2015,9,22,91,75,0.04
2015,9,23,90,76,0.00
2015,9,24,90,77,0.12
2015,9,25,91,75,0.00
2015,9,26,90,76,0.00
2015,9,27,90,76,0.22
2015,9,28,90,77,0.22
2015,9,29,89,75,0.22
2015,9,30,90,76,0.12

2015,10,1,90,75,0.04
2015,10,2,91,75,0.16
2015,10,3,90,75,0.51
2015,10,4,90,75,0.00
2015,10,5,91,75,0.00
2015,10,6,90,75,0.06
2015,10,7,92,75,0.06
2015,10,8,90,75,0.08
2015,10,9,91,76,0.03
2015,10,10,90,75,0.00
2015,10,11,90,75,0.87
2015,10,12,90,75,0.00
2015,10,13,88,76,0.47
2015,10,14,90,75,0.12
2015,10,15,91,76,0.02
2015,10,16,90,76,0.02
2015,10,17,92,77,0.02
2015,10,18,90,75,0.16
2015,10,19,92,75,0.20
2015,10,20,92,76,0.00
2015,10,21,89,75,1.51
2015,10,22,91,75,0.06
2015,10,23,90,76,0.02
2015,10,24,90,77,0.31
2015,10,25,90,76,0.43
2015,10,26,93,76,1.10
2015,10,27,94,76,0.00
2015,10,28,90,75,0.06
2015,10,29,93,76,0.06
2015,10,30,90,76,0.06
2015,10,31,90,76,0.67

2015,11,1,89,77,0.20
2015,11,2,89,75,0.43
2015,11,3,88,75,0.94
2015,11,4,89,76,0.35
2015,11,5,89,75,0.35
2015,11,6,88,75,0.20
2015,11,7,89,74,0.08
2015,11,8,88,75,0.02
2015,11,9,89,74,1.97
2015,11,10,89,74,0.12
2015,11,11,89,75,1.26
2015,11,12,90,76,0.24
2015,11,13,89,76,0.16
2015,11,14,89,76,0.83
2015,11,15,92,75,0.00
2015,11,16,87,75,0.98
2015,11,17,89,75,0.00
2015,11,18,89,75,0.59
2015,11,19,89,76,0.59
2015,11,20,89,76,0.00
2015,11,21,89,75,0.94
2015,11,22,90,75,3.66
2015,11,23,90,76,0.83
2015,11,24,90,75,0.94
2015,11,25,89,76,1.89
2015,11,26,90,75,0.12
2015,11,27,90,76,0.98
2015,11,28,90,76,0.59
2015,11,29,92,76,0.16
2015,11,30,89,77,0.00

2015,12,1,90,76,0.75
2015,12,2,90,76,0.01
2015,12,3,90,77,0.12
2015,12,4,91,76,0.00
2015,12,5,89,77,0.04
2015,12,6,89,76,0.28
2015,12,7,90,77,0.04
2015,12,8,94,77,0.00
2015,12,9,92,76,2.80
2015,12,10,89,75,2.28
2015,12,11,90,77,1.10
2015,12,12,89,77,1.06
2015,12,13,89,76,0.16
2015,12,14,90,77,0.39
2015,12,15,89,77,0.04
2015,12,16,89,76,0.03
2015,12,17,81,75,1.65
2015,12,18,89,74,2.60
2015,12,19,89,75,0.59
2015,12,20,89,74,3.23
2015,12,21,88,76,0.08
2015,12,22,91,76,0.02
2015,12,23,90,76,0.00
2015,12,24,92,77,0.08
2015,12,25,90,77,0.02
2015,12,26,91,78,0.00
2015,12,27,91,79,0.39
2015,12,28,91,79,0.39
2015,12,29,90,78,0.39
2015,12,30,90,79,0.39
2015,12,31,90,80,0.39

2016,1,1,88,77,0.00
2016,1,2,92,78,0.67
2016,1,3,90,78,0.67
2016,1,4,88,77,0.67
2016,1,5,90,77,0.08
2016,1,6,89,77,0.55
2016,1,7,90,77,0.01
2016,1,8,88,77,1.69
2016,1,9,89,75,3.74
2016,1,10,89,76,0.00
2016,1,11,90,78,0.67
2016,1,12,89,77,0.08
2016,1,13,89,77,0.00
2016,1,14,89,77,0.67
2016,1,15,90,79,0.67
2016,1,16,89,78,0.67
2016,1,17,89,77,0.67
2016,1,18,88,77,0.67
2016,1,19,88,77,0.67
2016,1,20,88,77,0.67
2016,1,21,87,77,0.67
2016,1,22,89,76,0.67
2016,1,23,88,78,0.67
2016,1,24,89,77,0.67
2016,1,25,89,78,0.67
2016,1,26,90,79,0.67
2016,1,27,93,77,0.67
2016,1,28,88,76,0.67
2016,1,29,89,76,0.67
2016,1,30,94,77,0.67
2016,1,31,89,77,0.67

2016,2,1,92,77,0.0
2016,2,2,89,78,0.0
2016,2,3,89,78,0.0
2016,2,4,91,78,0.20
2016,2,5,89,77,0.08
2016,2,6,89,77,0.00
2016,2,7,86,78,0.24
2016,2,8,87,76,0.79
2016,2,9,89,78,0.00
2016,2,10,90,78,0.0
2016,2,11,91,79,0.0
2016,2,12,91,78,0.0
2016,2,13,92,78,0.02
2016,2,14,89,77,0.04
2016,2,15,89,77,0.01
2016,2,16,89,78,0.00
2016,2,17,89,80,0.00
2016,2,18,89,78,0.00
2016,2,19,89,78,0.0
2016,2,20,88,78,0.0
2016,2,21,88,78,0.0
2016,2,22,90,78,0.0
2016,2,23,88,78,0.0
2016,2,24,86,78,0.00
2016,2,25,89,78,0.0
2016,2,26,89,78,0.00
2016,2,27,89,79,0.0
2016,2,28,88,79,0.00
2016,2,29,87,80,0.0

2016,3,1,88,80,0.00
2016,3,2,89,78,0.0
2016,3,3,89,78,0.91
2016,3,4,89,78,0.12
2016,3,5,87,77,0.00
2016,3,6,88,78,0.0
2016,3,7,87,78,0.12
2016,3,8,89,77,0.00
2016,3,9,91,79,0.0
2016,3,10,90,79,0.0
2016,3,11,93,79,0.0
2016,3,12,90,77,0.0
2016,3,13,90,77,0.0
2016,3,14,88,78,0.0
2016,3,15,89,78,0.35
2016,3,16,89,77,0.00
2016,3,17,86,77,0.08
2016,3,18,92,74,0.0
2016,3,19,94,74,0.0
2016,3,20,89,77,0.0
2016,3,21,90,79,0.0
2016,3,22,91,79,0.0
2016,3,23,94,79,0.0
2016,3,24,91,78,0.02
2016,3,25,90,78,0.00
2016,3,26,90,77,0.00
2016,3,27,91,78,0.00
2016,3,28,89,79,0.0
2016,3,29,81,77,0.00
2016,3,30,89,75,0.0
2016,3,31,89,77,0.02

2016,4,1,92,78,0.00
2016,4,2,94,78,0.27
2016,4,3,92,77,0.00
2016,4,4,93,77,0.27
2016,4,5,92,80,0.27
2016,4,6,94,78,0.27
2016,4,7,94,80,0.27
2016,4,8,93,78,0.27
2016,4,9,91,78,0.39
2016,4,10,92,78,0.27
2016,4,11,94,78,0.27
2016,4,12,93,78,0.27
2016,4,13,96,78,0.00
2016,4,14,90,78,0.83
2016,4,15,94,74,0.59
2016,4,16,92,78,0.03
2016,4,17,94,78,0.00
2016,4,18,94,79,0.27
2016,4,19,97,80,0.27
2016,4,20,98,80,0.27
2016,4,21,92,78,0.27
2016,4,22,93,78,0.27
2016,4,23,92,78,0.12
2016,4,24,92,77,3.15
2016,4,25,92,78,0.00
2016,4,26,92,79,0.35
2016,4,27,90,78,0.01
2016,4,28,91,78,0.02
2016,4,29,87,78,0.12
2016,4,30,91,76,0.94

2016,5,1,91,77,0.00
2016,5,2,92,78,0.12
2016,5,3,92,78,0.00
2016,5,4,92,76,0.08
2016,5,5,94,76,0.04
2016,5,6,92,77,0.31
2016,5,7,92,80,0.01
2016,5,8,90,78,0.00
2016,5,9,94,78,0.08
2016,5,10,91,77,1.02
2016,5,11,92,80,0.01
2016,5,12,89,80,0.00
2016,5,13,90,80,0.04
2016,5,14,92,79,0.51
2016,5,15,92,78,0.00
2016,5,16,92,79,0.39
2016,5,17,90,78,0.04
2016,5,18,93,77,0.00
2016,5,19,92,78,0.00
2016,5,20,93,78,0.08
2016,5,21,95,78,0.08
2016,5,22,94,78,0.08
2016,5,23,92,78,0.08
2016,5,24,94,77,0.08
2016,5,25,92,79,0.08
2016,5,26,92,80,0.00
2016,5,27,92,78,0.08
2016,5,28,92,78,0.00
2016,5,29,92,78,0.08
2016,5,30,93,78,0.51
2016,5,31,91,78,0.04

2016,6,1,90,76,3.03
2016,6,2,89,76,0.00
2016,6,3,90,75,0.61
2016,6,4,90,76,0.61
2016,6,5,91,76,1.65
2016,6,6,91,76,0.01
2016,6,7,93,77,0.00
2016,6,8,91,78,0.61
2016,6,9,90,78,0.02
2016,6,10,92,78,0.43
2016,6,11,93,75,0.03
2016,6,12,90,75,0.16
2016,6,13,88,76,0.67
2016,6,14,91,75,0.31
2016,6,15,92,77,0.00
2016,6,16,90,77,0.61
2016,6,17,90,77,0.24
2016,6,18,93,75,0.08
2016,6,19,90,74,5.04
2016,6,20,87,74,0.71
2016,6,21,90,75,0.00
2016,6,22,88,75,0.55
2016,6,23,89,72,0.08
2016,6,24,90,74,1.30
2016,6,25,82,75,0.00
2016,6,26,92,75,0.12
2016,6,27,84,75,0.04
2016,6,28,90,74,2.32
2016,6,29,92,75,0.00
2016,6,30,92,75,0.61

2016,7,1,90,76,0.22
2016,7,2,90,76,0.22
2016,7,3,92,76,0.22
2016,7,4,95,76,0.00
2016,7,5,92,76,0.22
2016,7,6,93,77,0.22
2016,7,7,92,77,0.22
2016,7,8,94,78,0.22
2016,7,9,90,78,0.22
2016,7,10,93,79,0.22
2016,7,11,94,76,0.22
2016,7,12,92,76,0.22
2016,7,13,94,77,0.22
2016,7,14,90,76,0.22
2016,7,15,89,75,1.65
2016,7,16,88,76,0.00
2016,7,17,88,76,0.16
2016,7,18,90,73,0.39
2016,7,19,88,77,0.01
2016,7,20,89,75,0.02
2016,7,21,90,75,1.06
2016,7,22,90,76,0.20
2016,7,23,88,76,0.55
2016,7,24,85,76,0.00
2016,7,25,87,76,0.16
2016,7,26,88,76,0.03
2016,7,27,90,76,0.22
2016,7,28,90,76,0.22
2016,7,29,90,76,0.22
2016,7,30,90,76,0.22
2016,7,31,90,76,0.22
